РУС	Unnamed: 1
неизвестный	билдинмес
несчастный	аас-кежик чок
слой	каът
музыкальный	хөгжүмнүг
помимо	оон аңгыда
назначение	томуйлаашкын
виноватый	буруулуг
кой	кой
смена	ээлчег
положительный	эки
мясо	эът
выделить	аңгылаар
парк	парк
видный	көскү
статус	эрге-байдал
тюрьма	кара-бажың
полтора	бүдүн чартык
наблюдение	хайгаарал
разобраться	сайгарар
психологический	психологтуг
заняться	кылыр
поднимать	көдүрер
покинуть	чоруур
болеть	аарыыр
фактически	херек кырында
глупый	мелегей
представляться	бодун таныштырар
преимущество	эки талазы
протянуть	сунар
соглашение	дугуржулга
задний	артыы
доступный	чедингир
предстоять	келир
куча	оваа
задавать	салыр
осторожно	оваарымчалыг
устраивать	таарыштырар
давай	че
покой	амыр-дыш
насчет	дугайында
бок	быгыны
добро	буян
независимый	хамаарышпас
объяснение	тайылбыр
солнечный	хүннээректиг
выразить	илередир
трудность	бергедээшкин
дурак	тенекпей
елена	елена
сотрудничество	кады ажылдажылга
площадка	шөл
устать	шылаар
конь	аът
единица	эге хемчег
путешествие	аян-чорук
классический	классиктиг
честный	ак сеткилдиг
обязанный	хүлээлгелиг
кот	моортай
приказать	дужаар
де	де
существенный	чугула
взаимодействие	удур-дедир харылзаа
империя	империя
сомневаться	чигзинер
православный	православ
вздохнуть	улуг тынар
температура	температура
бросать	октаар
отрасль	адыр
обо	об
платье	платье
труба	хоолай
стандарт	стандарт
отдых	дыштанылга
воспользоваться	ажыглаар
отчет	отчет
злой	кара сагыштыг
добраться	чедер
удаваться	бүде бээр
часы	шак
страсть	хандыкшыл
цивилизация	цивилизация
дивизия	дивизия
масло	саржаг
пациент	аарыг кижи
денежный	акша
полиция	полиция
юг	мурнуу
редкий	ховар
ставка	турлаг
соединить	тудуштурар
юридический	юридиктиг
вина	арага
ирина	ирина
летать	ужар
молоко	сүт
костюм	костюм
лоб	хавак
стакан	стакан
сухой	кургаг
дворец	өргээ
кончиться	төнер
промышленность	үлетпүр
спорт	спорт
марина	марина
обмен	солчулга
запретить	хоруур
жаль	харааданчыг-дыр
демократия	демократия
взрыв	частыышкын
широко	калбаа-биле
пушкин	пушкин
особо	онза
стрелять	адар
молча	ыыт чок
убивать	өлүрер
стремление	чүткүл
отказ	ойталаары
забота	сагыш човаашкын
судебный	суд
нож	бижек
вагон	вагон
безусловно	чугаажок
довольный	сеткил ханган
популярный	сураглыг
нефть	нефть
последующий	дараазында
подписать	ат салыр
мышление	боданыышкын
суббота	суббота
округ	округ
выступить	киржир
лечь	чыдар
рассчитывать	идегээр
очевидный	илдең
пятьдесят	бежен
управлять	башкарар
вещество	бүдүмел
академия	академия
продолжение	уланчызы
сантиметр	сантиметр
навсегда	кезээ мөңгеде
коллектив	коллектив
живот	ижин
штука	чүве
картинка	чурук
корень	дазыл
желтый	сарыг
сложно	нарын
затрата	чарыгдал
деревянный	ыяш
возвращение	эглип келири
образец	үлегер
земной	черниң
профессия	мергежил
оказывать	көргүзер
школьный	школачы
вон	дөө
коммерческий	коммерциялыг
половой	эр-херээжен
сыграть	ойнаар
гостиница	аалчылар бажыңы
кампания	кампания
заболевание	аарыг
утверждение	бадыткал
выдержать	шыдажыр
село	суур
почта	почта
космический	октаргай
повезти	аайлажыр
послушать	дыңнаар
ой	ой
слушатель	дыңнакчы
привезти	эккээр
пауза	үзүктелиишкин
палата	палата
эффективность	дээштии
кредит	чээли
пьяный	эзирик
победить	тиилээр
приложение	капсырылга
заплатить	төлээр
уверенность	бүзүрел
убедиться	бүзүреп көөр
сэр	сэр
резкий	чидиг
лев	арзылаң
сверху	кырындан
спрос	негелде
различие	ылгал
учение	өөредиг
трое	үш
отмечать	демдеглээр
телефонный	телефон
воскресенье	улуг-хүн
восприятие	минниишкин
открыться	ажыттынар
грязный	хирлиг
доказательство	бадыткал
деловой	ажыл-херекчи
пятница	пятница
кольцо	билзек
продавец	садыгжы
захватить	эжелеп алыр
персонаж	маадыр
величина	хемчээл
напряжение	күжениишкин
преподаватель	башкы
обязательный	албан
найтись	тып алыр
крестьянин	тараачын
приняться	эгелээр
отказываться	ойталаар
предположить	даап бодаар
поймать	тудар
сельский	көдээ
подождать	манаар
вершина	бажы
строй	чыскаал
доска	манза
японский	япон
секрет	чажыт
достигать	чедер
защищать	камгалаар
воспринимать	хүлээп алыр
предпочитать	дээре деп санаар
выдать	бээр
япония	япония
ручка	демир-үжүк
одинаковый	дөмей
ударить	кагар
имущество	эт-хөреңги
серьезно	шыңгыы
курить	таакпылаар
свидетельствовать	херечилээр
подтвердить	бадыткаар
броситься	халыыр
верно	шын
остальное	артканы
взяться	сегирип алыр
понедельник	понедельник
строгий	шыңгыы
дышать	тынар
портрет	портрет
противоположный	удурланышкак
схватить	сегирип алыр
ядерный	ядролуг
порог	эргин
внести	киирер
окончательно	шуут
объединение	каттыжыышкын
сектор	сектор
гулять	агаарлаар
подарить	белекке бээр
луч	херел
подробность	тодаргайы
заключить	чарар
окружающий	долгандыр турар
совершать	кылыр
крутой	кадыр
привычка	чаңчыл
уникальный	онзагай
лейтенант	лейтенант
пресса	парлалга
испытание	шылгалда
эмоция	сеткил-сагыш хайныышкыны
применять	ажыглаар
девять	тос
вступить	кирер
транспорт	транспорт
наступление	халдаашкын
проявление	илерээшкин
хвост	кудурук
актер	актёр
ленин	ленин
рекламный	реклама
василий	василий
воздушный	агаар
вслед	соон дарый
уголовный	кеземче
определяться	тодараттынар
свидетель	херечи
килограмм	кил
экзамен	шылгалда
вывести	үндүрер
тянуть	тыртар
ощущать	миннир
менеджер	менеджер
приятно	тааланчыг-дыр
каменный	даш
цикл	эргилде
удивление	элдепсиниишкин
еврейский	еврей
разумный	сарыылдыг
инвестиция	инвестиция
надпись	бижик
случаться	болур
сумка	сумка
евгений	евгений
золото	алдын
сигарета	таакпы
успешный	чедиишкинниг
забрать	ап алыр
немало	эвээш эвес
природный	бойдус
облако	булут
цитата	цитата
полоса	дилиндек
рейтинг	рейтинг
реализовать	боттандырар
таковой	ындыг
указание	айтыышкын
поход	поход
вынужденный	албадалдыг
владеть	эдилээр
воин	дайынчы
атмосфера	байдал
том	том
поступок	чорук
обойтись	кылыр
баба	кадай
последовать	эдерер
памятник	тураскаал
спорить	маргыжар
офис	офис
случайный	душ бооп
отель	отель
телевидение	телевидение
архив	архив
осуществлять	боттандырар
активно	идекпейлиг
инженер	инженер
удивиться	кайгаар
нация	нация
строго	шыңгыы
успешно	чедиишкинниг
знакомство	таныжылга
режиссер	режиссёр
текущий	амгы
дневник	дневник
влиять	салдар чедирер
убедить	бүзүредир
санкт	санкт
бегать	маңнаар
кнопка	кнопка
сделка	дугуржулга
неприятный	анчыг
петербург	петербург
остаток	артыы
аспект	тала
спортивный	спортчу
поддержать	деткиир
израиль	израиль
программный	программалыг
секретарь	секретарь
выяснить	тодарадыр
распространение	нептередири
правовой	эрге-хоойлу
признаться	миннир
океан	океан
налоговый	үндүрүг
бесконечный	төнчү чок
скрывать	чажырар
посетитель	келген кижи
мгновение	карак чивеш аразында
отсутствовать	чок болур
сохранение	кадагалаары
больно	аарышкылыг
умение	мергежил
император	император
вселенная	октаргай
прожить	чурттаар
намного	оранчок
признание	минниишкин
губернатор	губернатор
стадия	чада
твердый	кадыг
останавливаться	доктаар
джон	джон
инициатива	эгелээшкин
ремонт	септелге
масштаб	масштаб
отпустить	салыптар
терпеть	шыдажыр
пятнадцать	он беш
оказать	көргүзер
летний	чайгы
снижение	кудулаашкын
договориться	дугуржур
наступать	базар
привлечь	хаара тудар
выиграть	тиилээр
дым	ыш
критика	шүгүмчүлел
выражать	илередир
оплата	төлевир
протяжение	узун дурту
параметр	параметр
лекция	лекция
танец	сам
радоваться	өөрүүр
распоряжение	айтыышкын
щека	чаак
вероятность	болгу дег
татьяна	татьяна
заработать	акша ажылдап алыр
обсудить	чугаалажыр
рубеж	кызыгаар
интеллектуальный	угаан
коробка	хааржак
агент	агент
заменить	солуур
согласие	чөпшээрежилге
марка	марка
критерий	критерий
посылать	чорудар
происхождение	ызыгууру
эфир	эфир
смешной	каттырынчыг
потребовать	негээр
абсолютный	абсолюттуг
приятель	эжим
семинар	семинар
метро	метро
вуз	дээди өөредилге чери
рекомендовать	сүмелээр
сервер	сервер
публика	чон
молитва	мөргүл
очки	карак шили
таблица	таблица
юный	чалыы
сдать	дужаар
ненавидеть	көөр хөңнү чок болур
сопротивление	удурланыышкын
справиться	шыдажыр
удача	чедиишкин
полицейский	шагдаа
признавать	миннир
сбор	чыыш
длина	узуну
мирный	тайбың
колесо	дугуй
намерение	бодал
дружба	найырал
крест	белдир-ыяш
отлично	кончуг эки-дир
неожиданный	манавааны
ужин	кежээки чем
двигатель	шимчедикчи
длительный	узун
планировать	планнаар
юноша	аныяк оол
талант	салым-чаяан
автомат	автомат
перемена	өскерлиишкин
зверь	аң
голый	чанагаш
дискуссия	дискуссия
переживать	сагышсыраар
труп	мөчү
прекратить	соксадыр
поворот	ээр чер
священник	лама
сочинение	чогаадыг
упражнение	мергежилге
наказание	кеземче
стратегический	стратегтиг
выдавать	бээр
моральный	моральдыг
чрезвычайно	кедергей
упомянуть	чугаалаар
родить	божуур
приближаться	чоокшулаар
меч	селеме
обработка	болбаазырадыры
мобильный	мобильдиг
ныне	ам
осуществляться	боттаныр
непонятный	билдинмес
сложность	нарыны
мешок	шоодай
совесть	арын-нүүр
диван	диван
охота	аңнаашкын
трудовой	күш-ажылчы
наркотик	наркотик
наверно	ыйнаан
сообщество	ниитилежилге
гитлер	гитлер
пассажир	пассажир
областной	областың
описывать	чуруур
поэзия	шүлүк чогаалы
убрать	ап кааптар
закрывать	дуглаар
премия	шаңнал
рыночный	рынок
достаточный	четчир
опустить	бадырар
сценарий	сценарий
четко	тода
психология	психология
код	код
жилье	чурттаар оран-сава
увы	харалаан
экипаж	экипаж
катя	катя
контролировать	хынаар
помощник	дузалакчы
кормить	чемгерер
лед	дош
италия	италия
кость	сөөк
ассоциация	ассоциация
предприниматель	сайгарлыкчы
увеличить	улгаттырар
распространить	тарадыр
спектакль	шии
порт	порт
петрович	петрович
краска	будук
дочка	уруум
предусмотреть	баш бурунгаар көөр
ракета	ракета
жениться	өгленир
постановление	доктаал
зря	хей
грязь	малгаш
свидетельство	херечилел
задуматься	боданыр
крикнуть	алгырар
песок	элезин
темп	темп
избежать	чайлаар
маша	маша
потолок	дээвиир
аудитория	аудитория
привычный	чаңчыккан
отпуск	шөлээ
гарри	гарри
тщательно	хынамчалыг
анекдот	анекдот
ангел	дээрниң төлээзи
подобно	дөмей
монастырь	хүрээ
внизу	адаанда
маршрут	маршрут
необычный	анаа эвес
пыль	доозун
прочесть	номчуур
приглашать	чалаар
растение	үнүш
демократический	демократтыг
проверять	хынаар
идеальный	тергиин
оборот	саарылга
падение	дүжери
бесплатный	халас
надеть	кедирер
никуда	кайнаар-даа
банка	банка
боец	дайынчы
ровно	дески
введение	киирилде
аргумент	барымдаа
ткань	пөс
казахстан	казахстан
сохраниться	кадагалаттынар
пережить	шыдажып эртер
склад	склад
яйцо	чуурга
запрос	дилег
нужда	херек
доверие	бүзүрел
нежный	хоюг
горло	боостаа
научить	өөредир
столик	стол
предназначить	онаар
формат	хевир
британский	британ
покрыть	шывар
тратить	чарыгдаар
существующий	бар
съесть	чиир
выясниться	билдинер
адвокат	болчукчу
уход	ажаалда
опытный	дуржулгалыг
пистолет	хол боозу
миша	миша
промышленный	үлетпүр
подросток	элээди оол
горе	ажыг-шүжүг
бомба	бомба
повернуть	ээр
башня	суурга
навстречу	уткуштур
подразделение	кезек
заведение	албан чери
питер	питер
социально	социал
навык	мергежил
хозяйка	өгнүң херээжен ээзи
доставить	чедирер
вытащить	уштур
богатство	бай-шыдал
понадобиться	херек апаар
уважать	хүндүлээр
верховный	дээди
мотив	чылдагаан
поражение	аштырыышкын
туалет	арыгланыр чер
бытие	амыдырал
сохранять	кадагалаар
беларусь	беларусь
тревога	дүвүрээзин
набрать	чыыр
защитить	камгалаар
остановка	доктаары
з	з
дорого	аар өртектиг
жестокий	каржы
крепко	дыңзыг
решиться	диттигер
реально	херек кырында
лишить	казыыр
выходной	дыштаныр хүн
административный	административтиг
дрожать	сирилээр
близко	чоок
плод	чимис
судно	корабль
борт	борт
проживать	чурттаар
самостоятельно	бот-тускайлаң
соединение	каттыжыышкын
впоследствии	сөөлүнде
контракт	керээ
диалог	чугаа
пахнуть	чытталыр
заговорить	чугааланыр
свадьба	куда
туман	туман
прибор	херексел
восторг	магадал
подчеркнуть	онзалап демдеглээр
лорд	ноян
качественный	шынарлыг
лена	лена
точность	ылаптыы
превращаться	хуула бээр
выпускать	үндүрер
высказать	чугаалаар
девчонка	уруг
персонал	ажылдакчылар
тайный	чажыт
воскликнуть	алгырар
майор	майор
оценивать	үнелээр
обернуться	хая көрнүр
молчание	ыыттавазы
побежать	маңнаар
мальчишка	оолчугаш
особенный	онзагай
предоставлять	бээр
раздаться	дыңналыр
оператор	оператор
конституция	конституция
развивать	сайзырадыр
пустить	киирер
карточка	карточка
подавать	бээр
поселок	суур
поразить	кайгадыр
кодекс	кодекс
аналогичный	дөмей
беременность	иштелири
господи	дээрги
хранить	шыгжаар
исследователь	шинчилекчи
исчезать	чиде бээр
француз	француз
замуж	ашакка баар
препарат	эм
игрушка	ойнаарак
весело	хөглүг
неё	ооң
конструкция	тургузуг
сезон	сезон
самостоятельный	бот-тускайлаң
формула	формула
рассмотрение	көөрү
заглянуть	бакылап көөр
пробовать	шенээр
посадить	олуртур
дон	дон
кулак	чудурук
физика	физика
всеобщий	бүгүдениң
насилие	күчүлел
жест	имнээшкин
нанести	салыр
исходный	үндезин
вынудить	албадаар
обслуживание	хандырылга
освободить	хостаар
иванов	иванов
англичанин	англичан
бригада	бригада
вызов	кыйгырыг
дешевый	чиик өртектиг
капля	дамды
лаборатория	лаборатория
спасение	камгалал
непосредственный	дорт
гибель	өлүм
полчаса	чартык шак
полка	полка
паспорт	паспорт
подозревать	каразыыр
обязательство	хүлээлге
активность	идепкейжи чорук
горный	даг
протокол	протокол
дар	белек
рекомендация	сүме
лекарство	эм
максимальный	эң улуг
объявление	чарлал
минимальный	эң биче
илья	илья
одинокий	чааскаанзыргай
мороз	соок
спуститься	бадар
замечание	сагындырыг
карьера	карьера
отдыхать	дыштаныр
стандартный	стандарт
высказывание	чугаа
ловить	тудар
шар	шар
запомнить	сактып алыр
политик	политик
несомненно	чигзиниг чок
дима	дима
ресурсы	курлавырлар
альбом	альбом
вокзал	вокзал
надежный	идегелдиг
записка	бижик
вооруженный	чепсектиг
разбить	бузар
справедливость	чөптүг чорук
коротко	кысказы-биле
страдание	човулаң
нередко	бо-ла
другие	өске
открываться	ажыттынар
действующий	күштүг
осуществление	боттандырары
дача	дача
гарантия	магадылал
изделие	кылыг
партийный	нам
космос	октаргай
скорый	дүрген
привлекать	хаара тудар
противоречие	чөрүлдээ
нервный	шугул
лондон	лондон
горький	ажыг
отнюдь	черле
украинский	украин
воевать	дайылдажыр
могила	чевег
тест	тест
подъезд	кирер чер
приобретать	садып алыр
явный	илдең
миг	карак чивеш аразында
орудие	чепсек
сзади	артында
скромный	биче сеткилдиг
чечня	чечня
пятно	шокар
заметный	көскү
почва	хөрзүн
пуля	ок
груз	чүък
польша	польша
коммунист	коммунист
инструкция	саавыр
двенадцать	он ийи
воображение	сагышка бодаары
грубый	доңгун
построение	тургузары
ага	аа
велеть	чагыыр
германский	герман
посетить	баар
проявлять	көргүзер
разнообразный	янзы-бүрү
отойти	ыраар
разделить	аңгылаар
ы	ы
сборник	чыынды
глобальный	глобалдыг
кафе	кафе
факультет	факультет
куст	чадаң үнүш
стихотворение	шүлүк
методика	методика
догадаться	даап бодаар
битва	тулчуушкун
интересоваться	сонуургаар
окружать	бүргээр
советовать	сүмелээр
холод	соок
удивляться	кайгаар
разведка	хайгыыл
успокоиться	оожургаар
потенциал	күчү-шыдал
одиночество	чааскаанзырал
фантазия	фантазия
якобы	дээн ышкаш
производственный	бүдүрүлге
мина	мина
ответственный	харыысалгалыг
волк	бөрү
проявить	көргүзер
ущерб	когарал
незнакомый	танывазы
мокрый	өл
расширение	алгыдары
важнейший	эң чугула
закричать	алгырар
палатка	майгын
салон	салон
великолепный	магалыг
доходить	чедер
образовать	тургузар
наталья	наталья
разрушить	үрээр
отражать	көргүзер
лезть	үнер
голод	аш
выстрел	боо даажы
столетие	чүс чыл
ключевой	кол
шкаф	шкаф
николаевич	николаевич
победитель	тиилекчи
доверять	бүзүрээр
независимо	хамаарылга чокка
костер	одаг
жанр	жанр
зимний	кышкы
вступать	кирер
философский	философчу
решаться	диттигер
объективный	объективтиг
трагедия	хай-халап
уезжать	чоруур
священный	ыдыктыг
жаловаться	хомудаар
четверг	четверг
фестиваль	фестиваль
ненависть	көөр хөөн чок чорук
холм	тей
частота	удаа-дараа
вечерний	кежээки
контекст	контекст
копия	хоолга
удовлетворение	сеткил ханыышкыны
направиться	углаар
узел	доң
испытать	шенээр
психолог	психолог
вред	хора
жалко	кээргенчиг-дир
финансирование	акшаландырыышкын
нигде	кайда-даа
неплохо	багай эвес
побывать	баар
идеология	идеология
зарегистрировать	бүрүткедир
командование	командылал
отрицательный	багай
создаваться	чаяаттынар
убеждение	бүзүрел
звание	ат
высоко	бедик
жалеть	кээргээр
скала	хая
вторник	вторникте
выше	үстүнде
непременно	ыяап-ла
обвинение	буруудадыышкын
искусственный	кылымал
вынести	үндүрер
исключить	үндүрер
антон	антон
литр	литр
крупнейший	эң улуг
иисус	иисус
учебник	өөредилге ному
тьма	дүмбей караңгы
превышать	ажар
лента	кожаа
христианский	христиан
недостаточно	четпес
готовность	белени
начальство	даргалар
удивить	кайгадыр
проявляться	илерээр
лесной	арга
исполнять	күүседир
нагрузка	чүък
объединить	каттыштырар
зарубежный	даштыкы
душевный	сагыш-сеткилдиң
раб	кул
корреспондент	корреспондент
спутник	эдеринчи
цепь	илчирбе
пропустить	эрттириптер
потенциальный	болгу дег
приниматься	хүлээп алыр
розовый	ягаан-кызыл
почитать	номчуур
наташа	наташа
идеал	идеал
благодарить	өөрүп четтирер
эпизод	эпизод
вечно	кезээ мөңгеде
учесть	барымдаалаар
сетевой	четки
визит	аян-чорук
орден	орден
конкуренция	чижилге
таня	таня
колонна	колонна
парламент	парламент
собор	собор
танцевать	танцылаар
соревнование	маргылдаа
произносить	чугаалаар
глупость	мелегей чорук
максим	максим
эмоциональный	сеткил-сагыш хайныышкынныг
перенести	көжүрер
роза	роза
городок	хоорай
подтверждать	бадыткаар
распределение	хуваалда
отправляться	чоруур
любитель	сонуургак
бар	бар
неизвестно	билдинмес
приличный	шору
содержаться	тудар
обзор	допчулал
ст	ст
претензия	негелде
позвать	кый дээр
нападение	халдаашкын
рассматриваться	көөр
рубашка	хөйлең
итальянский	итальян
тоска	кударал
завтрак	эртенги чем
ниже	адаанда
пенсия	пенсия
восстановление	катап тургузары
турист	турист
инвестор	инвестор
переживание	сагышсырал
сравнить	деңнээр
мода	мода
заложить	салыр
разработчик	ажылдап кылыкчы
везти	аппаар
макс	макс
рисовать	чуруур
возникновение	тывылганы
вестись	чорудар
заказать	чагыдар
стенка	хана
узнавать	билип алыр
ведение	башкарары
единство	чаңгыс эп-сеткил
мощность	күш
здорово	кончуг эки-дир
иностранец	даштыкы кижи
статистика	статистика
предупредить	сагындырар
волноваться	девидээр
повести	тоожулар
музыкант	хөгжүмчү
пьеса	шии
десятилетие	он чыл
пожать	сы тудар
осознать	медереп билир
блестящий	кылаң
убийца	өлүрүкчү
известие	медээ
печальный	муңгаранчыг
улучшение	экижидери
коля	коля
яблоко	яблок
сибирь	сибирь
слева	солагай таладан
заявлять	медеглээр
местность	чер
экспедиция	экспедиция
зарабатывать	ажылдап алыр
прогресс	бурунгаарлаашкын
цитировать	цитаталаар
пояс	кур
королева	кадын
квадратный	дөрбелчин
заинтересовать	сонуургадыр
выгодный	ажыктыг
начальный	эге
старуха	кадай
ограничить	кызыгаарлаар
нежели	бодаарга
аэродром	аэродром
делиться	үлежир
допускать	чөпшээрээр
торопиться	далажыр
реагировать	харыылаар
союзник	эвилелчи
раскрыть	ажыдар
корпорация	корпорация
временной	түр
надоесть	чалгаараар
задержать	саададыр
сапог	сапык
мелочь	хензиг чүве
складываться	дүрлүр
дисциплина	сагылга-чурум
азия	азия
справа	оң талада
транспортный	транспорт
вначале	эгезинде
аэропорт	аэропорт
сокращение	кызырылга
вовремя	өйүнде
миф	миф
свободно	хостуг
авторский	автор
сбить	дүжүр шавар
кусочек	кескинди
неплохой	багай эвес
берлин	берлин
польский	поляк
конкурент	адааннажыкчы
существенно	элээн
маска	маска
четкий	тода
жалоба	хомудал
потребление	хереглел
опираться	даяныр
подпись	хол үжүү
прозрачный	кылаң
авиация	авиация
корова	инек
завести	эгелээр
применяться	ажыглаар
ложиться	чыдар
настаивать	негээр
изучить	шинчилээр
напиток	суксун
избрать	соңгуур
освобождение	хостаары
двойной	ийи дакпыр
письменный	бижимел
приготовить	белеткээр
сойти	дүжер
инвестиционный	инвестиция
граф	граф
зачастую	болганчок-ла
математика	математика
густой	шыргай
потребоваться	херек апаар
римский	рим
сложить	дүрер
студия	студия
приход	келири
кремль	кремль
авторитет	ат-алдар
отражение	көрүнчүктелиишкин
накануне	бүдүүзүнде
мотор	мотор
измерение	хемчээл
небесный	дээр
подлинный	ёзулуг
заметно	илдең
отдельно	аңгы
исполнить	күүседир
восстановить	катап тургузар
предварительный	баш бурунгаар
искренне	шын-на сеткилинден
заботиться	сагыш човаар
избавиться	адырлыр
скрыть	чажырар
экологический	экологтуг
молиться	чалбарыыр
киев	киев
повесть	тоожу
вождь	баштыңчы
компонент	компонент
нарушить	үрээр
гордость	чоргаарал
невеста	душтук
передний	мурнуку
отвести	аппаар
вклад	салыышкын
русь	орус
говорят	дижир
доказывать	шынзыдар
отнести	аппарып бээр
соображение	бодал
наблюдаться	хайгаараар
глухой	дүлей
металл	демир
малейший	хензиг
неправильный	шын эвес
совещание	хурал
краткий	кыска
подходящий	тааржыр
сопровождать	үдээр
теоретический	теоретиктиг
пребывание	турары
нь	нь
False	МЕГЕ
катастрофа	халап
окружение	хүрээлел
процессор	процессор
справедливый	чөптүг
профиль	профиль
образоваться	тыптыр
квартал	квартал
законодательный	хоойлу чогаадыр
эксплуатация	ажыглаашкын
домик	бажыңчыгаш
окончательный	төнчү
пожар	өрт
головной	баш
подъем	дөш
анатолий	анатолий
металлический	демир
чудесный	кайгамчык
ленинград	ленинград
слуга	чалча
осуществить	боттандырар
удачный	чедимчелиг
решительно	шиитпирлиг
переводить	очулдурар
критический	шүгүмчүлелдиг
деятель	ажылдакчы
нажать	базар
посоветовать	сүмелээр
руль	руль
потратить	чарыгдаар
шестой	алдыгы
блин	блин
дважды	ийи катап
спускаться	бадар
негативный	багай
свеча	лаа
медведь	адыг
оперативный	оперативтиг
помешать	шаптыктаар
наверх	өрү
прогноз	баш бурунгаар медээ
опрос	айтырыг
собеседник	чугаакыр кижи
вернее	шын
публичный	ажык-чарлыг
пожилой	улуг назылыг
подсказать	айтып бээр
супруг	ашак-кадай
устанавливать	тургузар
миссия	миссия
свидание	болчаг
дедушка	кырган-ачай
платформа	платформа
володя	володя
тонна	тонна
горизонт	горизонт
индия	индия
уверить	бүзүредир
сахар	чигир
эволюция	эволюция
мебель	эт-сеп
типичный	анаа
пустыня	ээн хову
оригинальный	онзагай
внутрь	иштинче
обида	хомудал
призывать	кыйгырар
сочетание	каттыжыышкын
заканчиваться	төнер
вооружение	чепсеглениишкин
чашка	аяк
справка	тайылбыр
прокуратура	прокуратура
артист	артист
пожелать	күзээр
съезд	съезд
профессионал	профессионал
позади	артында
приобретение	садып алыры
принц	тажы
график	график
отдохнуть	дыштаныр
философ	философ
превратить	хуулдурар
сдавать	дужаар
племя	аймак
юра	юра
ветка	адыр
сталкиваться	үскүлежир
гнев	килең
захотеться	күзей бээр
почтовый	почта
слабость	кошкаа
целиком	бүдүнү-биле
консультант	консультант
крепость	шивээ
церковный	хүрээ
разделять	аңгылаар
разбираться	сайгарар
правление	баштаар чер
сладкий	чигирзиг
видать	көстүр
ствол	ун
завершить	доозар
дождаться	манаар
независимость	хамаарышпас чорук
недавний	чоокта
долина	шынаа
довести	чедирер
каталог	каталог
забор	херим
фото	чурук
суровый	шириин
невероятный	кайгамчык
пресс	парлалга
законный	хоойлу ёзугаар
коллекция	коллекция
благодарность	өөрүп четтириишкин
мгновенно	карак чивеш аразында
преодолеть	ажып эртер
пугать	коргудар
целовать	ошкаар
испугаться	коргар
отчаяние	муңгагдал
спрятать	чажырар
призвать	кыйгырар
некогда	чай чок
награда	шаңнал
обыкновенный	анаа
поделиться	үлежир
добыча	олча
своеобразный	бир янзы
противный	ческинчиг
царство	хаан күрүнези
ярко	өңгүр
революционный	хувискаалчы
течь	агып бадар
молодец	эр хей
изменять	өскертир
ларина	ларина
преследовать	сүрер
немножко	бичии
ступень	чада
корпоративный	корпоративтиг
взаимный	удур-дедир
государь	хайырааты
легенда	тоолчургу чугаа
оппозиция	оппозиция
установление	тургузары
посещать	баар
посредством	дузазы-биле
ближний	чоок
вплоть	чедир
градус	градус
орать	алгырар
экземпляр	экземпляр
демонстрировать	көргүзер
цифровой	чурагайлыг
холодно	соок
предположение	даап бодаашкын
настя	настя
тарелка	тавак
хранение	шыгжаары
благородный	чаагай сеткилдиг
грозить	кыжаныр
познание	билиг
торчать	кожаяр
издательство	ном үндүрер чер
двинуться	шимчээр
неудача	чедимче чок чорук
издать	үндүрер
пушка	үгер-боо
сломать	үрээр
муниципальный	муниципалдыг
пасть	аксы
снаряд	снаряд
сумасшедший	албыстыг
мудрость	мерген угаан
мрачный	муңгак
исполнительный	күүседикчи
ядро	өзек
историк	төөгүчү
медицина	медицина
виртуальный	виртуалдыг
тянуться	шөйлүр
тесный	тар
предок	өгбем
россиянин	российжи
сок	чулук
плыть	эштир
громкий	дыңзыг
грозный	түрлүг
рассуждение	угаап бодаары
достаться	чедер
предпринять	кылыр
расположение	туруш
базовый	үндезин
сержант	сержант
великобритания	великобритания
преступник	кем-херек үүлгедикчизи
видение	көрүүшкүн
класть	салыр
избирательный	соңгуур
электрический	электрилиг
волновать	хөлзедир
рана	балыг
серебряный	мөңгүн
гигантский	аажок улуг
царский	хаан
словарь	словарь
кафедра	кафедра
тотчас	дораан
мышь	күске
заказчик	чагыкчы
смертный	өлүмнүг
своё	бодунуң
подписаться	чагыдар
нина	нина
дурной	бак
вследствие	уржуунда
вредный	хоралыг
технологический	технологтуг
блюдо	чем
биться	кагар
посол	элчин
лапа	даван
поза	туруш
старинный	шаандагы
волнение	хөлзээшкин
веревка	хендир
придавать	бээр
аккуратно	шевергин
руководить	удуртур
рота	рота
психический	психиктиг
тетя	угбай
нравственный	мөзү-шынар
поставка	чедирери
